MEMBER_NO,AGE_GROUP,SEX_CCD,HM_ZPN
Z6714252571ST,50th,M,1488
Z6714254721ST,50th,F,7956
Z6714259321ST,50th,F,11702
Z6714260101ST,50th,F,32015
Z6714264861ST,50th,M,4363
Z6714265521ST,50th,F,14417
Z6714272801ST,50th,M,24311
Z6714279411ST,50th,M,6079
Z6714279821ST,50th,M,28320
Z6714281471ST,50th,F,1715
Z6714282841ST,50th,F,16316
Z6714287891ST,50th,F,62342
Z6714288081ST,50th,M,58739
Z6714291331ST,50th,F,5501
Z6714294061ST,50th,F,16688
Z6714294861ST,50th,F,331819
Z6714298021ST,50th,F,14264
Z6714298301ST,50th,F,26420
Z6714299961ST,50th,F,7668
Z6723258421ST,50th,F,7554
Z6723278291ST,50th,F,16588
Z6723297511ST,50th,F,42446
Z6724212591ST,50th,M,47174
Z6724213341ST,50th,M,28774
Z6724215831ST,50th,F,16845
Z6724216331ST,50th,F,21404
Z6724225851ST,50th,M,1787
Z6724226761ST,50th,F,31183
Z6724227121ST,50th,F,13834
Z6724227351ST,50th,F,13623
Z6724229151ST,50th,M,16994
Z6724240171ST,50th,F,16706
Z6724242201ST,50th,F,11804
Z6724245741ST,50th,F,11920
Z6724249351ST,50th,F,5710
Z6724251401ST,50th,F,16420
Z6724252331ST,50th,F,5266
Z6724254001ST,50th,F,21986
Z6724254431ST,50th,M,1774
Z6724261841ST,50th,F,3764
Z6724262961ST,50th,F,5663
Z6724264101ST,50th,F,5727
Z6724266471ST,50th,M,17580
Z6724267741ST,50th,F,6578
Z6724272251ST,50th,M,51427
Z6724272951ST,50th,M,25117
Z6724272991ST,50th,M,2726
Z6724277221ST,50th,F,134782
Z6724278661ST,50th,F,8211
Z6724279271ST,50th,M,27703
Z6724282221ST,50th,F,6575
Z6724284871ST,50th,F,6551
Z6724285641ST,50th,M,4775
Z6724286991ST,50th,M,14482
Z6724287411ST,50th,M,21950
Z6724287511ST,50th,M,6716
Z6724288021ST,50th,F,2477
Z6724299281ST,50th,M,57340
Z6733269021ST,50th,F,7524
Z6734251681ST,50th,M,5099
Z6744250361ST,50th,F,22642
Z6744263611ST,50th,M,32289
Z6744268411ST,50th,F,2844
Z6744289761ST,50th,F,31019
Z6744296261ST,50th,F,1058
Z6753288541ST,50th,F,14400
Z6763228701ST,50th,F,1145
Z6763232161ST,50th,M,28584
Z6763239401ST,50th,M,2108
Z6763261021ST,50th,M,14256
Z6763279471ST,50th,F,10266
Z6763289461ST,50th,F,5010
Z6804220261ST,50th,M,16941
Z6804258901ST,50th,M,16537
Z6804268701ST,50th,M,16981
Z6804279521ST,50th,M,6334
Z6804295381ST,50th,F,18591
Z6813221701ST,50th,M,2080
Z6814212001ST,50th,F,15591
Z6814213131ST,50th,F,57795
Z6814237691ST,50th,F,10202
Z6814244321ST,50th,M,25470
Z6814263801ST,50th,M,3968
Z6814274051ST,50th,M,22139
Z6814274591ST,50th,M,17375
Z6814288921ST,50th,M,2833
Z6823217701ST,50th,M,5028
Z6823273401ST,50th,M,21956
Z6824222071ST,50th,F,4394
Z6824222211ST,50th,F,17873
Z6824222461ST,50th,F,157210
Z6824228931ST,50th,F,411762
Z6824229741ST,50th,F,34822
Z6824230821ST,50th,F,21064
Z6824231741ST,50th,M,561809
Z6824235201ST,50th,M,24155
Z6824239321ST,50th,F,463923
Z6824242931ST,50th,F,63211
Z6824245941ST,50th,M,25807
Z6824251281ST,50th,F,1302
Z6824256321ST,50th,F,17087
Z6824267051ST,50th,M,609763
Z6824268771ST,50th,F,14917
Z6824270941ST,50th,M,15443
Z6824274581ST,50th,M,61736
Z6824293801ST,50th,F,12768
Z6824293931ST,50th,F,17841
Z6824296771ST,50th,M,18376
Z6833217081ST,50th,F,15868
Z6833222491ST,50th,M,14208
Z6843240661ST,50th,M,10418
Z6844225491ST,50th,M,15825
Z6853284101ST,50th,M,2720
Z6853289431ST,50th,F,1229
Z6863210891ST,50th,F,31102
Z6863218351ST,50th,M,4762
Z6863219691ST,50th,M,11645
Z6863222051ST,50th,F,10893
Z6863234891ST,50th,F,24339
Z6863238541ST,50th,M,10097
Z6863239731ST,50th,F,61711
Z6863251671ST,50th,F,22182
Z6863253441ST,50th,F,15811
Z6863253981ST,50th,M,16958
Z6863258141ST,50th,M,10341
Z6863270081ST,50th,M,44637
Z6863283111ST,50th,F,57117
Z6863285091ST,50th,M,16550
Z6863287431ST,50th,F,18593
Z6903279691ST,50th,M,28506
Z6914220451ST,50th,F,28503
Z6914224891ST,50th,M,28780
Z6914268551ST,50th,M,14008
Z6914282191ST,50th,F,1701
Z6914283281ST,50th,F,28342
Z6914292951ST,50th,M,26441
Z6914296011ST,50th,F,2759
Z6914296071ST,50th,M,4936
Z6924245491ST,50th,F,14429
Z6924251281ST,50th,F,5798
Z6924287341ST,50th,F,1318
Z6924293711ST,50th,M,15484
Z6924298191ST,50th,M,48250
Z6933221541ST,50th,M,5242
Z6933271331ST,50th,M,62222
Z6933288191ST,50th,F,11793
Z6933292491ST,50th,F,13604
Z6934260961ST,50th,F,10264
Z6943230851ST,50th,F,21395
Z6943261241ST,50th,F,14781
Z6943271101ST,50th,M,14508
Z6953264321ST,50th,M,22615
Z6963253941ST,50th,M,15235
Z6963280841ST,50th,F,55633
Z7013211961ST,50th,F,13922
Z7013219941ST,50th,M,16392
Z7013235281ST,50th,F,10507
Z7013236591ST,50th,F,22165
Z7014282481ST,50th,M,13930
Z7024248771ST,50th,M,12253
Z7024259551ST,50th,F,55122
Z7033231611ST,50th,M,2476
Z7033266501ST,50th,M,8857
Z7033288581ST,50th,M,54537
Z7033292371ST,50th,F,12557
Z7034228601ST,50th,M,27478
Z7034231501ST,50th,M,21038
Z7034257861ST,50th,M,7651
Z7034296911ST,50th,M,25412
Z7043229381ST,50th,M,16265
Z7043284831ST,50th,M,41428
Z7043287551ST,50th,M,21518
Z7044266001ST,50th,F,28110
Z7044285351ST,50th,F,28184
Z7053263371ST,50th,M,8735
Z7053299271ST,50th,M,26110
Z7053299681ST,50th,M,14749
Z7054213141ST,50th,F,31538
Z7054276701ST,50th,M,31538
Z7063234111ST,50th,M,51498
Z7063265091ST,50th,M,10270
Z7063295161ST,50th,M,16295
Z7073212351ST,50th,F,30020
Z7073224461ST,50th,M,62346
Z7073235581ST,50th,F,21391
Z7104285011ST,50th,F,21512
Z7113244151ST,50th,M,17848
Z7113257561ST,50th,M,2803
Z7113278151ST,50th,M,6747
Z7113299801ST,50th,M,31985
Z7114221001ST,50th,F,15255
Z7114224311ST,50th,M,16890
Z7114241261ST,50th,F,38112
Z7114245351ST,50th,M,6992
Z7114260871ST,50th,M,4953
Z7114277021ST,50th,M,7286
Z7124275921ST,50th,F,14645
Z7134281211ST,50th,M,54144
Z7134294251ST,50th,M,14071
Z7143216211ST,50th,F,11366
Z7143230651ST,50th,F,7021
Z7143278191ST,50th,M,24331
Z7143292651ST,50th,F,24210
Z7144273301ST,50th,F,28109
Z7153271151ST,50th,F,4358
Z7153275341ST,50th,F,7705
Z7163244801ST,50th,M,10298
Z7163257241ST,50th,F,21085
Z7173227671ST,50th,M,5064
Z7173282621ST,50th,F,59690
Z7173292831ST,50th,M,2027
Z7213299081ST,50th,M,14590
Z7214210971ST,50th,M,26318
Z7214249451ST,50th,M,11732
Z7224215021ST,50th,M,12211
Z7224241291ST,50th,F,18432
Z7224250751ST,50th,M,24287
Z7224253401ST,50th,F,16214
Z7233253651ST,50th,M,15290
Z7234246451ST,50th,M,51771
Z7234247821ST,50th,M,39687
Z7234254701ST,50th,F,4763
Z7234292361ST,50th,F,3942
Z7234297481ST,50th,F,5328
Z7243221511ST,50th,F,4593
Z7243225261ST,50th,F,6088
Z7243294361ST,50th,M,18361
Z7253228261ST,50th,F,18358
Z7263259941ST,50th,M,50898
Z7273219791ST,50th,M,8762
Z7273247061ST,50th,F,16831
Z7273278331ST,50th,F,18330
Z7304220111ST,50th,F,4629
Z7304225061ST,50th,F,57514
Z7304232191ST,50th,F,16336
Z7304237951ST,50th,F,21600
Z7304261601ST,50th,F,6308
Z7304267891ST,50th,F,4718
Z7304284511ST,50th,F,6356
Z7304291251ST,50th,M,467772
Z7304293011ST,50th,F,1775
Z7313213091ST,50th,M,16437
Z7313248241ST,50th,M,4759
Z7314211111ST,50th,F,1715
Z7314289621ST,50th,F,4620
Z7323212321ST,50th,F,4572
Z7323265681ST,50th,M,37234
Z7324212161ST,50th,M,14116
Z7324227271ST,50th,M,4762
Z7324229401ST,50th,F,3782
Z7324230551ST,50th,F,24343
Z7324249431ST,50th,F,3614
Z7333249921ST,50th,M,34928
Z7334293501ST,50th,F,10403
Z7344259871ST,50th,M,22815
Z7344260471ST,50th,F,12750
Z7344293511ST,50th,M,37581
Z7353211551ST,50th,M,14479
Z7353222461ST,50th,M,13970
Z7353235941ST,50th,M,27913
Z7353243721ST,50th,F,2798
Z7353246181ST,50th,M,22222
Z7353281511ST,50th,F,6272
Z7363211651ST,50th,F,13839
Z7363259121ST,50th,M,28523
Z7363294921ST,50th,M,13615
Z7373210511ST,50th,M,27414
Z7373230611ST,50th,M,36027
Z7373249981ST,50th,F,14963
Z7404278211ST,50th,F,10385
Z7413220731ST,50th,M,12928
Z7414226851ST,50th,M,31997
Z7414267891ST,50th,M,21346
Z7414286771ST,50th,F,150780
Z7414294091ST,50th,M,14581
Z7414294641ST,50th,M,57389
Z7414298391ST,50th,M,51499
Z7423227131ST,50th,M,6250
Z7423249831ST,50th,M,28696
Z7423250861ST,50th,M,10418
Z7423254601ST,50th,M,44072
Z7423263321ST,50th,F,7237
Z7423299531ST,50th,M,730789
Z7424229781ST,50th,M,5245
Z7424250081ST,50th,M,28511
Z7433237651ST,50th,M,12946
Z7434216721ST,50th,M,10936
Z7434242041ST,50th,M,45003
Z7434255001ST,50th,M,31906
Z7434258321ST,50th,M,31538
Z7434282121ST,50th,F,58567
Z7434283611ST,50th,F,2844
Z7444275251ST,50th,M,4762
Z7453289411ST,50th,M,10115
Z7463256571ST,50th,M,540759
Z7463261091ST,50th,F,2155
Z7463263631ST,50th,F,12416
Z7463278591ST,50th,M,14287
Z7463279131ST,50th,M,24259
Z7463281211ST,50th,M,28746
Z7463284541ST,50th,M,5271
Z7463293631ST,50th,M,220180
Z7473277011ST,50th,F,5359
Z7504212981ST,50th,F,6551
Z7504219631ST,50th,F,58746
Z7504241561ST,50th,F,1747
Z7504243301ST,50th,F,138917
Z7504244581ST,50th,F,435774
Z7504278161ST,50th,F,4036
Z7504285781ST,50th,M,18324
Z7513234641ST,50th,F,6741
Z7513253381ST,50th,M,8865
Z7514223321ST,50th,M,42040
Z7514250851ST,50th,F,6284
Z7514261611ST,50th,F,5107
Z7514262331ST,50th,F,18105
Z7514264471ST,50th,M,28465
Z7514268211ST,50th,F,2582
Z7514277921ST,50th,M,467865
Z7514290651ST,50th,M,612890
Z7514291491ST,50th,M,15467
Z7514292831ST,50th,F,22760
Z7523245791ST,50th,F,5280
Z7523252651ST,50th,M,4945
Z7523256201ST,50th,F,2736
Z7524214861ST,50th,M,18308
Z7524224521ST,50th,F,26452
Z7524240311ST,50th,M,10864
Z7524249651ST,50th,M,58454
Z7524258801ST,50th,F,31211
Z7524261321ST,50th,M,28415
Z7524263791ST,50th,M,10264
Z7524264091ST,50th,M,4747
Z7524275141ST,50th,M,15282
Z7524277881ST,50th,F,15031
Z7524278691ST,50th,M,34562
Z7524280931ST,50th,M,15344
Z7524287501ST,50th,M,25469
Z7524288301ST,50th,M,13522
Z7533219321ST,50th,M,63237
Z7534217251ST,50th,F,14046
Z7534217891ST,50th,M,28727
Z7534223581ST,50th,M,17106
Z7534225531ST,50th,F,10415
Z7534225781ST,50th,F,18452
Z7534226691ST,50th,M,28639
Z7534228171ST,50th,F,42112
Z7534231131ST,50th,M,42759
Z7534231791ST,50th,F,7405
Z7534232481ST,50th,M,36272
Z7534233731ST,60over,F,22807
Z7534236851ST,50th,M,15864
Z7534238451ST,50th,M,16819
Z7534243511ST,60over,F,3684
Z7534248581ST,50th,M,31172
Z7534249091ST,50th,M,5016
Z7534249521ST,60over,F,6760
Z7534260041ST,50th,M,4153
Z7534263211ST,50th,M,63290
Z7534265211ST,50th,M,61705
Z7534265381ST,50th,M,16336
Z7534269131ST,60over,F,38428
Z7534269741ST,60over,F,8808
Z7534271271ST,60over,F,4907
Z7534272341ST,50th,M,10921
Z7534273491ST,60over,F,27182
Z7534278231ST,50th,M,31530
Z7534278631ST,50th,M,44615
Z7534280001ST,60over,F,2601
Z7534282231ST,50th,M,31538
Z7534282341ST,60over,M,36951
Z7534282371ST,60over,M,4380
Z7534282431ST,60over,M,4593
Z7534284821ST,60over,M,31099
Z7534287511ST,60over,M,35364
Z7534288051ST,60over,M,14071
Z7534295571ST,60over,M,6332
Z7543255061ST,60over,M,4593
Z7544227531ST,60over,F,22678
Z7544254771ST,60over,M,13604
Z7544272481ST,60over,F,10483
Z7544284001ST,60over,F,6281
Z7544292121ST,60over,F,48091
Z7544298421ST,60over,F,13902
Z7553283151ST,60over,F,14548
Z7553288341ST,60over,M,411757
Z7553296181ST,60over,M,24828
Z7563232521ST,60over,F,24034
Z7563258091ST,60over,F,10892
Z7563268851ST,60over,F,6800
Z7573291471ST,60over,F,18599
Z7604236211ST,60over,F,27010
Z7604237401ST,60over,M,13903
Z7604245481ST,60over,F,429817
Z7604248231ST,60over,M,12195
Z7604256711ST,60over,F,150775
Z7604262421ST,60over,F,12535
Z7604263521ST,60over,M,24260
Z7604265971ST,60over,F,7944
Z7604272901ST,60over,M,31155
Z7604273471ST,60over,F,13145
Z7604285881ST,60over,F,14474
Z7604296431ST,60over,F,37691
Z7604298601ST,60over,M,28633
Z7613260081ST,60over,M,426909
Z7614215531ST,60over,F,22126
Z7614224841ST,60over,F,31416
Z7614240861ST,60over,F,34140
Z7614243591ST,60over,F,16036
Z7614251491ST,60over,F,28801
Z7614255391ST,60over,M,21934
Z7614263501ST,60over,F,2475
Z7614268471ST,60over,F,4917
Z7614272621ST,60over,M,22681
Z7614294881ST,60over,F,49506
Z7623232581ST,60over,M,18442
Z7623258831ST,60over,M,28040
Z7623277601ST,60over,M,7648
Z7624215461ST,60over,M,15296
Z7624237181ST,60over,F,6307
Z7624240631ST,60over,M,3627
Z7624247131ST,60over,M,52656
Z7624252371ST,60over,M,28797
Z7624254031ST,60over,M,10502
Z7624254611ST,60over,F,12928
Z7633212211ST,60over,M,62037
Z7634215201ST,60over,F,4502
Z7634227921ST,60over,M,1853
Z7634235081ST,60over,M,2585
Z7634259601ST,60over,F,62280
Z7634275491ST,60over,F,44007
Z7634291791ST,60over,M,12102
Z7634293101ST,60over,F,26484
Z7643225761ST,60over,M,210933
Z7643263281ST,60over,M,44515
Z7643289781ST,60over,M,61967
Z7644211081ST,60over,F,21618
Z7644214261ST,60over,F,16971
Z7644215151ST,60over,F,22185
Z7644215681ST,60over,M,58636
Z7644216901ST,60over,F,14248
Z7644216971ST,60over,F,16622
Z7644217031ST,60over,F,16251
Z7644221761ST,60over,F,11635
Z7644223211ST,60over,F,22698
Z7644223381ST,60over,M,22206
Z7644224731ST,60over,M,24212
Z7644226051ST,60over,M,4724
Z7644229891ST,60over,F,21582
Z7644230411ST,60over,F,16839
Z7644230901ST,60over,M,15454
Z7644232051ST,60over,F,15630
Z7644233541ST,60over,M,26371
Z7644237291ST,60over,F,44980
Z7644239601ST,60over,F,30032
Z7644240461ST,60over,M,61671
Z7644243651ST,60over,M,38044
Z7644247781ST,60over,M,16624
Z7644249101ST,60over,M,22784
Z7644261701ST,60over,M,12736
Z7644262751ST,60over,M,6013
Z7644265011ST,60over,F,31181
Z7644265531ST,60over,F,10349
Z7644270801ST,60over,F,39276
Z7644271081ST,60over,F,16954
Z7644277161ST,60over,F,36970
Z7644281701ST,60over,M,12949
Z7644282131ST,60over,F,16843
Z7644292341ST,60over,F,24424
Z7644293641ST,60over,M,61018
Z7644294611ST,60over,M,12661
Z7644295401ST,60over,F,13517
Z7653212621ST,60over,M,21503
Z7653237001ST,60over,F,5355
Z7653299011ST,60over,M,39562
Z7663210691ST,60over,F,15401
Z7663242091ST,60over,M,26150
Z7663266541ST,60over,M,1614
Z7704219791ST,60over,M,21122
Z7704230001ST,60over,F,16918
Z7704230891ST,60over,M,8035
Z7704240661ST,60over,M,59695
Z7704252881ST,60over,F,28583
Z7704257131ST,60over,F,58624
Z7704270951ST,60over,M,14516
Z7713231961ST,60over,M,10417
Z7714210721ST,60over,M,35206
Z7714212651ST,60over,F,24393
Z7714214341ST,60over,F,14423
Z7714214781ST,60over,M,13534
Z7714215371ST,60over,F,11938
Z7714215691ST,60over,M,15041
Z7714215781ST,60over,F,57219
Z7714219281ST,60over,F,28422
Z7714221181ST,60over,M,44263
Z7714222961ST,60over,M,28533
Z7714223651ST,60over,M,363781
Z7714230511ST,60over,M,17422
Z7714232521ST,60over,M,44666
Z7714242951ST,60over,F,12061
Z7714243421ST,60over,F,2787
Z7714243511ST,60over,F,17867
Z7714243711ST,60over,F,12071
Z7714244411ST,60over,M,10509
Z7714245481ST,60over,F,405736
Z7714245691ST,60over,F,16655
Z7714250321ST,60over,M,121785
Z7714250811ST,60over,M,13312
Z7714253181ST,60over,F,31091
Z7714253631ST,60over,M,28150
Z7714258691ST,60over,M,42802
Z7714258811ST,60over,M,10093
Z7714262411ST,60over,M,21909
Z7714264161ST,60over,F,28781
Z7714268071ST,60over,F,4577
Z7714268501ST,60over,F,11809
Z7714269751ST,60over,F,8781
Z7714270721ST,60over,M,30100
Z7714275591ST,60over,F,13922
Z7714278791ST,60over,F,423010
Z7714282891ST,60over,F,429300
Z7714283751ST,60over,M,36135
Z7714285751ST,60over,F,15590
Z7714286001ST,60over,M,37906
Z7714287291ST,60over,M,361733
Z7714287751ST,60over,M,25929
Z7714288411ST,60over,M,7609
Z7714290061ST,60over,M,16865
Z7714293621ST,60over,F,13597
Z7714293721ST,60over,M,16712
Z7714295141ST,60over,F,8635
Z7714296131ST,60over,F,15015
Z7714296271ST,60over,F,58746
Z7714296911ST,60over,F,5029
Z7714297011ST,60over,F,16953
Z7714299711ST,60over,M,14910
Z7724214931ST,60over,F,15856
Z7724219701ST,60over,F,6668
Z7724221851ST,60over,F,21933
Z7724225381ST,60over,M,21408
Z7724225961ST,60over,M,7993
Z7724234031ST,60over,F,1604
Z7724238691ST,60over,F,16625
Z7724243771ST,60over,M,44019
Z7724258751ST,60over,F,4971
Z7724261351ST,60over,F,31406
Z7724266621ST,60over,M,34890
Z7724270471ST,60over,M,38091
Z7724270661ST,60over,M,6079
Z7724272351ST,60over,M,46231
Z7724275381ST,60over,M,14735
Z7724281811ST,60over,F,4764
Z7724283051ST,60over,M,39201
Z7724284861ST,60over,M,34200
Z7724285821ST,60over,M,50897
Z7724286951ST,60over,M,48076
Z7724287011ST,60over,F,15541
Z7724289871ST,60over,M,5783
Z7724297841ST,60over,M,150759
Z7724298951ST,60over,F,13916
Z7733252601ST,60over,F,11931
Z7734214361ST,60over,M,30098
Z7734295541ST,60over,M,24017
Z7743220691ST,60over,F,2835
Z7743221221ST,60over,M,59004
Z7743221871ST,60over,F,62249
Z7743292081ST,60over,M,10082
Z7744214551ST,60over,F,21500
Z7744233631ST,60over,M,14040
Z7744245451ST,60over,F,36058
Z7744248871ST,60over,F,11131
Z7744277341ST,60over,F,1056
Z7744281681ST,60over,F,24341
Z7744295761ST,60over,F,2403
Z7753282401ST,60over,F,1762
Z7763278671ST,60over,M,55311
Z7763278991ST,60over,F,4105
Z7814235991ST,60over,M,36639
Z7814239721ST,60over,M,7348
Z7814272301ST,60over,F,50842
Z7814281831ST,60over,F,26217
Z7814282291ST,60over,F,1882
Z7814291661ST,60over,M,25482
Z7824211391ST,60over,M,54099
Z7824220061ST,60over,M,13935
Z7824227531ST,60over,M,34020
Z7824230131ST,60over,M,39243
Z7824240141ST,60over,F,6191
Z7824241221ST,60over,M,16223
Z7824242101ST,60over,M,27370
Z7824246281ST,60over,F,15212
Z7824270131ST,60over,M,40237
Z7824277291ST,60over,M,16844
Z7824277501ST,60over,M,53020
Z7824281451ST,60over,M,58566
Z7824283381ST,60over,F,24202
Z7824285591ST,60over,F,25747
Z7824297761ST,60over,M,15202
Z7824298441ST,60over,F,18335
Z7824298811ST,60over,F,530370
Z7824298931ST,60over,F,6505
Z7833228151ST,60over,M,34007
Z7833231531ST,60over,F,24217
Z7833261551ST,60over,M,13917
Z7833293991ST,60over,M,10372
Z7834234331ST,60over,F,8098
Z7834256941ST,60over,F,5240
Z7843243201ST,60over,M,24320
Z7843268511ST,60over,M,27845
Z7853253381ST,60over,F,6654
Z7853262281ST,60over,F,13571
Z7853296511ST,60over,M,21901
Z7863210371ST,60over,M,36750
Z7863230981ST,60over,M,21310
Z7863240131ST,60over,F,25171
Z7863253851ST,60over,M,26393
Z7863269081ST,60over,M,426896
Z7863285201ST,60over,F,7039
Z7903243451ST,60over,M,2183
Z7903265121ST,60over,F,8724
Z7904220901ST,60over,M,7969
Z7904245641ST,60over,M,15027
Z7913268041ST,60over,M,8799
Z7914253611ST,60over,M,4956
Z7914267791ST,60over,M,21073
Z7914268211ST,60over,F,11670
Z7923220411ST,60over,M,24010
Z7924234781ST,60over,M,21100
Z7924252711ST,60over,M,5647
Z7924259241ST,60over,F,305793
Z7924282121ST,60over,M,5029
Z7924285181ST,60over,F,38067
Z7933226811ST,60over,M,16620
Z7933234701ST,60over,M,15811
Z7933238141ST,60over,F,1006
Z7933240141ST,60over,M,8316
Z7933259901ST,60over,F,7438
Z7933264321ST,60over,F,10077
Z7933267911ST,60over,F,21362
Z7933279741ST,60over,F,28392
Z7934213571ST,60over,M,18327
Z7934239811ST,60over,F,38066
Z7934245101ST,60over,F,13993
Z7943237821ST,60over,M,4141
Z7943267351ST,60over,M,15284
Z7943290151ST,60over,M,28773
Z7943295641ST,60over,M,28683
Z7944226371ST,60over,F,16698
Z7944275441ST,60over,F,1422
Z7953214131ST,60over,M,10899
Z7953224861ST,60over,M,54833
Z7953235881ST,60over,M,4759
Z7953257281ST,60over,M,48066
Z7953261711ST,60over,M,138758
Z7953276351ST,60over,M,5664
Z7953276501ST,60over,M,1129
Z7963238201ST,60over,M,750758
Z7963244351ST,60over,F,10103
Z7963252811ST,60over,M,14690
Z7963256931ST,60over,M,16519
Z7963267181ST,60over,M,21312
Z7963274241ST,60over,F,57736
Z7963278441ST,60over,M,16439
Z7963283341ST,60over,M,17330
Z7963298451ST,60over,F,4703
Z8013211891ST,60over,M,10464
Z8013214661ST,60over,M,14726
Z8013250821ST,60over,M,10532
Z8013260451ST,60over,M,21675
Z8013266471ST,60over,F,18329
Z8014283461ST,60over,M,4800
Z8023232051ST,60over,M,24331
Z8023236601ST,60over,M,12711
Z8023258051ST,60over,M,27022
Z8033229231ST,60over,F,14035
Z8034242251ST,60over,M,28610
Z8034267671ST,60over,F,16055
Z8043230771ST,60over,M,10287
Z8043243881ST,60over,M,17347
Z8043256001ST,60over,F,5306
Z8043272731ST,60over,M,14330
Z8043277041ST,60over,F,1489
Z8043295861ST,60over,M,28670
Z8053218261ST,60over,M,10085
Z8053283141ST,60over,M,8707
Z8054211911ST,60over,M,16819
Z8054277031ST,60over,F,38067
Z8063234051ST,60over,F,8720
Z8063252681ST,60over,M,28504
Z8073246731ST,60over,M,12774
Z8104231181ST,60over,M,63084
Z8104267651ST,60over,M,5287
Z8104283771ST,60over,F,16835
Z8113211881ST,60over,F,3022
Z8113288321ST,60over,F,35302
Z8114226241ST,60over,F,6932
Z8114289301ST,60over,F,10450
Z8114291981ST,60over,M,5042
Z8123298461ST,60over,F,3780
Z8124266991ST,60over,F,28503
Z8133236861ST,60over,M,10448
Z8133239401ST,60over,F,4736
Z8134216611ST,60over,M,36324
Z8134223051ST,60over,F,4199
Z8143215931ST,60over,F,25149
Z8144244671ST,60over,F,15504
Z8153288771ST,60over,M,28604
Z8163262101ST,60over,M,6263
Z8173241271ST,60over,F,15285
Z8213225251ST,60over,F,21521
Z8213235731ST,60over,F,28160
Z8213245671ST,60over,M,13922
Z8213265351ST,60over,F,15800
Z8213276031ST,60over,F,6222
Z8213284281ST,60over,M,38051
Z8213294791ST,60over,M,6000
Z8214249151ST,60over,F,4763
Z8214266691ST,60over,M,2115
Z8214282561ST,60over,M,15588
Z8223219761ST,60over,F,8775
Z8224293641ST,60over,F,4963
Z8234226701ST,60over,M,4760
Z8234237551ST,60over,F,28363
Z8234264651ST,60over,M,4763
Z8243222791ST,60over,F,13234
Z8243252961ST,60over,M,4903
Z8243279941ST,60over,M,21922
Z8243293591ST,60over,F,10906
Z8244254021ST,60over,F,16478
Z8253226861ST,60over,M,10098
Z8253270321ST,60over,M,331220
Z8253278241ST,60over,M,27372
Z8253290261ST,60over,M,46280
Z8253292341ST,60over,M,10311
Z8263244731ST,60over,M,573350
Z8263272641ST,60over,F,27478
Z8273216811ST,60over,F,4804
Z8273229741ST,60over,F,38839
Z8273248831ST,60over,M,16687
Z8304221061ST,60over,M,1455
Z8313218561ST,60over,M,31538
Z8314216531ST,60over,M,18327
Z8323276891ST,60over,M,15822
Z8323289031ST,60over,F,7065
Z8333280821ST,60over,M,25037
Z8334213821ST,60over,M,61098
Z8334232011ST,60over,F,5649
Z8343226411ST,60over,M,8024
Z8344224451ST,60over,F,11805
Z8344252091ST,60over,F,32801
Z8344254191ST,60over,M,11117
Z8353212551ST,60over,F,28412
Z8353227431ST,60over,F,10375
Z8353232741ST,60over,F,42618
Z8353233311ST,60over,F,14313
Z8353236941ST,60over,M,30027
Z8353238411ST,60over,M,8764
Z8353244151ST,60over,M,27345
Z8353244511ST,60over,M,44932
Z8353262591ST,60over,F,21348
Z8353265391ST,60over,M,5577
Z8353272511ST,60over,M,63560
Z8353299921ST,60over,M,22547
Z8363276781ST,60over,M,21103
Z8363289021ST,60over,F,13226
Z8363299901ST,60over,M,50907
Z8373223541ST,60over,M,58687
Z8373228391ST,60over,F,18596
Z8404212881ST,60over,F,28800
Z8404271271ST,60over,M,15882
Z8404277491ST,60over,M,15023
Z8413220151ST,60over,M,24404
Z8413229221ST,60over,F,13946
Z8413230041ST,60over,F,21512
Z8413274601ST,60over,M,28696
Z8414230621ST,60over,M,35249
Z8414234621ST,60over,M,34168
Z8414256291ST,60over,F,14782
Z8423214011ST,60over,F,50217
Z8423264981ST,60over,F,17073
Z8424244731ST,60over,M,36749
Z8424298991ST,60over,M,31538
Z8434215021ST,60over,F,4626
Z8434216951ST,60over,M,14102
Z8434229281ST,60over,M,5649
Z8434241591ST,60over,F,13457
Z8434247881ST,60over,M,18600
Z8434274791ST,60over,M,5633
Z8434292851ST,60over,M,16546
Z8443289821ST,60over,M,5837
Z8444215071ST,60over,M,28753
Z8444247831ST,60over,M,6501
Z8444252941ST,60over,M,44019
Z8453241801ST,60over,F,18144
Z8453241981ST,60over,M,24323
Z8463211181ST,60over,F,150103
Z8463262811ST,60over,F,5261
Z8463276311ST,60over,F,17109
Z8463294831ST,60over,M,3648
Z8473222151ST,60over,M,8028
Z8473273031ST,60over,M,16707
Z8504223021ST,60over,F,31176
Z8504229261ST,60over,M,10352
Z8504230951ST,60over,M,36916
Z8504232911ST,60over,M,31147
Z8504234441ST,60over,F,16222
Z8504240401ST,60over,F,47516
Z8504250411ST,60over,F,14539
Z8504254511ST,60over,M,8279
Z8504268931ST,60over,F,5502
Z8504278911ST,60over,F,3766
Z8513220451ST,60over,F,11438
Z8513223901ST,60over,F,27146
Z8514230941ST,60over,F,18315
Z8514239291ST,60over,F,16232
Z8514245931ST,60over,M,21082
Z8514250061ST,60over,M,16547
Z8514261851ST,60over,M,6092
Z8514271991ST,60over,F,12251
Z8514282191ST,60over,M,12251
Z8514282371ST,60over,M,42039
